number,text,date,fav 
5444,bro manager let chill cause knows work another job 😭 that’s needed nice break recover,2021-11-29 04:00:43+00:00,2
5445,even call manager ask could close early could go home throw lmao…,2021-11-29 04:00:27+00:00,0
5446,cant wait boss text ask help w shift someone calls  imma like quick dumb ass lil dizzy bihhh ,2021-11-29 03:59:20+00:00,0
5447,unathi treating like child stopped acting like one mentality boss cant tell nothing,2021-11-29 03:58:12+00:00,1
5448,since boss follow us 3 sheets together etc giving example cases store identifi,2021-11-29 03:58:09+00:00,0
5449,manager shit talker love lmfoaoo ,2021-11-29 03:57:16+00:00,1
5450,end world outside boss still calling in were short priests today bro cant see god dead ,2021-11-29 03:57:00+00:00,1
5451,❝  quite hot  spot  boss takes pride  ❞ honestly  plants make homely  bringing drink man  ❝ house  ❞ ,2021-11-29 03:56:39+00:00,0
5452,thinking boss called good girl like actually slam wall please steve,2021-11-29 03:56:14+00:00,8
5453,well long ass meeting boss tomorrow morning plan next year many drinks tonight number 2,2021-11-29 03:55:51+00:00,1
5454,husband burial kid not left hearse door open second one got inside vehicle grab get out leave told boss needs name use bouncers difficult services,2021-11-29 03:55:21+00:00,1
5455,like stone walls leaf litter unfortunately find mower sometimes  boss found nest roots shrub digging up right soil yeah mostly leaf litter,2021-11-29 03:55:17+00:00,1
5456,amount faith boss outstanding… ,2021-11-29 03:55:02+00:00,0
5457,boss used wage meet super obligations effectively got pay cut,2021-11-29 03:54:40+00:00,1
5458,lord hahaha cant even whats w people today even boss throwing fit hahaha take chill pill monday palang po,2021-11-29 03:54:03+00:00,0
5459,seeing boss sent email 6 today ,2021-11-29 03:53:39+00:00,1
5460,tomorrow go work w concussion stare work screen day unable process anything happening boss give raise feels bad me know true manifesting me,2021-11-29 03:53:34+00:00,1
5461,think boss trying kill me🤣 several health issues including rheumatoid arthritis amp boss decided schedule 9 hrs worked 9 hrs one day 2 years maybe thats also gave 4 days 9 hr shift ill need it 🙏,2021-11-29 03:53:30+00:00,4
5462,woah woah found notary profile please don’t tell boss oh wait…that’s 🤡 try again,2021-11-29 03:52:46+00:00,0
5463,wish boss bought us thinkpad w mouse clitoris™ enhanced productivity,2021-11-29 03:51:41+00:00,0
5464,coworker would secretly add knots apron tie strings one time got manager 8 extra knots notice trying go potty 😂,2021-11-29 03:51:39+00:00,1
5465,i’ve gotten used chris boss told stamp papers ended yelling coworkers immunity craig gone game ruined mental health,2021-11-29 03:50:32+00:00,6
5466,so missed getting week 250 steps hour 13 hours monday 10am course meeting manager time last time completed week back april tracked via ,2021-11-29 03:49:44+00:00,0
5467,someone call boss pose doctor ill call boss same could work,2021-11-29 03:48:56+00:00,1
5468,munchyyy manager angry mom,2021-11-29 03:48:44+00:00,0
5469,ask tomorrow work tell boss it’s i’m good mentally,2021-11-29 03:47:56+00:00,2
5470,boss goes mia everytime importanturgent matter concerns hasfhsafhsfjh reply 34 hours 😪😪,2021-11-29 03:47:43+00:00,0
5471,ahhhhh im tuning ments right now sorry boss 😭😭😭 love bts much,2021-11-29 03:46:57+00:00,0
5472,manager let spend first hour watching madison vip love ahhhhhh,2021-11-29 03:46:28+00:00,0
5473,go boss ygman ,2021-11-29 03:46:00+00:00,21
5474,number one boss nearly guy investigated gang peace meeting amp people said understand which turned ratting amp implanting people amp selling organs women screwed anally amp said infected bogus hiv,2021-11-29 03:45:45+00:00,0
5475,going bed knowing get wear giants gear work tomorrow getting see boss whos diehard eagles fan 5am ☺ togetherblue ,2021-11-29 03:45:11+00:00,2
5476,favorite thing hang boss mid conversation,2021-11-29 03:45:07+00:00,0
5477,u would reach out one exs boss literally cried neighbors friend ab kind maybe itll work out hide ur dogs,2021-11-29 03:44:59+00:00,1
5478,boss tried clown abt always switch w girl plays pokémon go 15s 🤣🤣🤣🤣 cannot,2021-11-29 03:44:49+00:00,1
5479,“hey mind lying tried kill boss would make things much better would terrific” catitstu,2021-11-29 03:44:48+00:00,1
5480,good day im arvin ray somosot im experience axie infinity iwill may best join gulid im always active toyour team  thank one manager,2021-11-29 03:43:53+00:00,0
5481,good day im arvin ray somosot im experience axie infinity iwill may best join gulid im always active toyour team  thank one manager,2021-11-29 03:43:39+00:00,0
5482,want see boss face finds used laptop 430,2021-11-29 03:43:15+00:00,1
5483,tell boss i’ve relatively cool outside work she’s starting really get nerves needs back up i’ve trying distance it’s working clearly last days texts don’t answer,2021-11-29 03:43:08+00:00,0
5484,good day im arvin ray somosot im experience axie infinity iwill may best join gulid im always active toyour team  thank one manager,2021-11-29 03:42:46+00:00,0
5485,risking life watching concert sitting besides manager😊,2021-11-29 03:42:32+00:00,1
5486,aight well weekend over great can’t help get little sad think maybe good thought was… applied run 1 store texas didn’t get cause gave crusty ass dude boss new back,2021-11-29 03:42:12+00:00,3
5487,boss said anyone take orders much warehouse colleagues work overtime night given bonus ￥10000 willing help achieve goal ,2021-11-29 03:42:00+00:00,0
5488,omg cant believe lena luthor brought jobs place someone named kara boss wtf ,2021-11-29 03:41:05+00:00,4
5489,boss thought bumbung office bocor dia macam dengar bunyi air menitik typing keyboard like flash sebab im venting hard oomf rn,2021-11-29 03:41:04+00:00,0
5490,explain boss job late watching 7 men concert,2021-11-29 03:40:29+00:00,1
5491,theyre soooo cool im watching office boss let meeee,2021-11-29 03:38:31+00:00,1
5492,episode…🤷🏾‍♀️ i’m understanding molly wouldn’t tell somebody what’s going on least i’m telling boss  amazing boss issa girl work home shaky af keep reminding women young insecurehbo,2021-11-29 03:38:30+00:00,1
5493,even asking manager take home anymore 😂 hopping car work,2021-11-29 03:38:30+00:00,0
5494,love boss,2021-11-29 03:38:08+00:00,0
5495,tell boss get bored working around 2pm find ways bludge till hits 530,2021-11-29 03:37:37+00:00,17
5496,wearing ring bossawkward,2021-11-29 03:36:34+00:00,8
5497,im trying get good pay one guys boss talking starts pole dancing break room like wtf shit isttg hate living ☣️ ,2021-11-29 03:36:19+00:00,2
5498,told manager cant work mondays today asked whyd go crazy say just long one day off like fuck asked day every week,2021-11-29 03:36:09+00:00,4
5499,boss slot see leave always asks something thats avoid like plague last 45 minutes day,2021-11-29 03:36:00+00:00,1
5500,broke arm last attack boss says show work repair evas like nah bitch im coming fuck shit 😭😭💀💀 ,2021-11-29 03:35:35+00:00,20
5501,conversation boss ,2021-11-29 03:33:52+00:00,2
5502,car battery died calling messaging automotive mates see could get access jump pack boss reminded splurged top level roadside assist car shit last year… that’s brain functioning today 😅,2021-11-29 03:33:44+00:00,4
5503,boss like “what’s going on don’t trips planned” 😭😭😭 let go plan one let’s roll frens,2021-11-29 03:33:37+00:00,2
5504,boss office angry lot do ill quiet week,2021-11-29 03:33:16+00:00,0
5505,went eat amp manager asking tak penat ke amp tears nearly gushing know meant part time amp full time studying tapi ive lot kept atm,2021-11-29 03:32:41+00:00,0
5506,lrt yeah lowkey afraid manager sometimes,2021-11-29 03:32:37+00:00,0
5507,typed printed letter quitting job putting 2 weeks i’m gonna give manager like week i’m fucking hyped,2021-11-29 03:32:27+00:00,2
5508,imagine boss teeth,2021-11-29 03:32:11+00:00,2
5509,boss cancun vacation amp she’ll still text updates baby amp 🥺 swear she’s best ever 😭,2021-11-29 03:31:11+00:00,2
5510,🤣🤣 middle ground friendship ghost like open door me float phone head hold it possess boss giving us day pay lets help other👻 ,2021-11-29 03:31:10+00:00,1
5511,like manager literally stood behind watched play subway surfers didn’t say shit stopping putting phone away long paying attention customers ignoring,2021-11-29 03:30:50+00:00,1
5512,love working weekends know boss wouldn’t 🥴,2021-11-29 03:30:47+00:00,2
5513,manager stood watching waiting til couldn’t clock tell didn’t work 🤣😭 couldn’t even fall back asleep got home upset day,2021-11-29 03:30:02+00:00,1
5514,know manager mad hell i’m always changing availability 😭😭😭,2021-11-29 03:29:56+00:00,0
5515,road know bc finally got hold manager 20 min word tf allow run gas do hell wouldn’t let know,2021-11-29 03:29:50+00:00,0
5516,1 samuel 3013 – dave asked him belong to from said i’m young dude egypt work amalekite boss left three days ago cuz got real sick,2021-11-29 03:29:19+00:00,0
5517,would like nft eth address well talk manager want info eth gervondexter🏈🦍 normancomics nfts ensdomains floridagators 🐊,2021-11-29 03:29:04+00:00,1
5518,idk volunteered go back ig felt sorry boss codivision worker bc supervisor mia week crucial season kfjdjdj,2021-11-29 03:28:53+00:00,0
5519,thing is don’t care you’re boss talk right i’ll talk right act stupid imma make feel stupid,2021-11-29 03:28:15+00:00,0
5520,army royal dragons destroyed city stole 80 townspeoples values boss still wants come work bro house fire,2021-11-29 03:26:55+00:00,0
5521,boss ever asks prospect went competitor i’m simply going say “it god’s plan”,2021-11-29 03:26:51+00:00,6
5522,manager pastor facebook lives sermons i’m thankful watched one morning good preaches truth,2021-11-29 03:26:42+00:00,4
5523,lucky said “too love boss” whatever didn’t let go 😒,2021-11-29 03:26:41+00:00,4
5524,think covid think cold smth manager wants get tested since called sick today,2021-11-29 03:26:02+00:00,0
5525,fact manager sitting room looking yhe camera waitng mess irritating im flipping cameras 😂,2021-11-29 03:26:00+00:00,1
5526,somebody came along lied boss shut five foster homes financial exploitation good boss good man theyre great family,2021-11-29 03:25:37+00:00,0
5527,finally boss willing update newer version ,2021-11-29 03:25:08+00:00,0
5528,work original next cube dorm room 660 mb hard drive large back 1989 powered up nearly certain going calling boss head crash amazingly drive survived good ole maxtor see 🧵,2021-11-29 03:25:05+00:00,2
5529,whew lemme tell yall heard dad sick told boss byeeeee im going home long need be honestly care whether agreed not insecure,2021-11-29 03:25:02+00:00,8
5530,sleep boss 😴,2021-11-29 03:24:11+00:00,2
5531,daily rant work 1 hate manager 2 continue complain store manager 3 imma beat cashiers back shape 4 imma snitch 5 fuck hoes,2021-11-29 03:24:03+00:00,0
5532,sex going work makes feel like manager almost fired boss today,2021-11-29 03:23:56+00:00,10
5533,boss texted saying gotta older kids tomorrow smh hope students come tomorrow say we’re ratio amp don’t leave class lol 😂,2021-11-29 03:23:52+00:00,1
5534,boss rude can’t come in…🙃 lmao i’ll quit rn amp,2021-11-29 03:23:49+00:00,10
5535,boss gonna schedule 2 days week ive told basically work full time,2021-11-29 03:23:31+00:00,0
5536,tell boss im autistic last time tried tell employer freshly diagnosed got bullied job im nervous happening again advice would great,2021-11-29 03:22:40+00:00,5
5537,every week ‘see u work’ boss want sleep rusels rn,2021-11-29 03:21:59+00:00,4
5538,worked pretty okay manager balls steel ,2021-11-29 03:21:59+00:00,4
5539,guys work boss ran yelling dead guy flirting him im 😭😭 ,2021-11-29 03:21:49+00:00,1
5540,tried going back manager kept talking 😭,2021-11-29 03:21:15+00:00,1
5541,hope manager 😭,2021-11-29 03:20:58+00:00,0
5542,happened az boss told could take days son would fired single mom went back work hours daughter care leaving abusive father choice,2021-11-29 03:20:56+00:00,3
5543,boss bullying,2021-11-29 03:20:32+00:00,1
5544,told boss caught flat cant make work mf said worry ill pick 🤦🏻‍♂️😂,2021-11-29 03:19:58+00:00,4
5545,okay last thing post man cause i’m lmao boss coolest 😂🤣 finally decided text ask finally got number back 🤡 ,2021-11-29 03:19:55+00:00,8
